time,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
1,-0.015100000000000002,-0.030641146682688247,0.008630559225011103,-0.007598897414884731,-0.021522145976294538,-0.04351297405189625,-0.008855585831062607,-0.01620526671168132,-0.04400861038029191,-0.02486047691527149,-0.014519056261342977,-0.026420079260237816,0.0011726766344180017,0.003472222222222099,-0.01061861475343906,-0.008363429005892375,-0.0011981787682721068,-0.008019246190858142,-0.013557619884509098,-0.014569155564075453,-0.0012480239620600297,-0.04581218274111676,-0.013831258644536604,-0.010713237452304125,-0.022163588390501254,-0.025555041628122166,0.004004576659038861,0.010238907849829282,-0.025447917741325488,-0.008333333333333304,-0.001098096632503709,-0.013472137170851162,0.014817950889076892,-0.039586144849302674,-0.019828155981493678,0.004799040191961534,0.0070327292399241514,0.016432865731462964,-0.04071458246780224,-0.037468000930881984,-0.02497237569060784,0.009573042312847058,-0.003707136237256603,-0.021785334750265672,-0.008287292817679592,-0.05584045584045583,-0.02823818293431546,-0.03605243991260021,-0.026644588288424087,-0.0138331102186523,-0.017746228926353136
2,-0.0067011879378616745,-0.0021250221356472476,-0.020605954771675483,-0.0030778470084827925,-0.018010838380618455,-0.027545909849749584,0.009621993127147732,-0.005319148936170248,0.015761821366024664,0.0,-0.013121546961325947,-0.004070556309362261,-0.023133235724743795,-0.007549543881723797,-0.0071550532563622316,0.02798543224075134,0.0014395393474089246,0.021018593371059158,0.0038177653346906926,-0.014298220017508023,-0.030406531156281336,-0.07195105732145224,-0.046143057503506224,-0.0012609405132768536,-0.011332973556395065,0.014833274000237262,0.002279202279202197,-0.029189189189189113,-0.013938388792829604,0.023917259211376773,-0.014107731769879006,0.009310986964618406,0.008343763037129914,0.015925058548009297,-0.0008241552408779773,-0.025671641791044753,0.008058017727639033,0.003680336487907443,-0.005630142919012537,-0.03602514506769827,0.03490480507706262,0.009482268158543583,-0.0006201550387597843,-0.010320478001086486,-0.00742804085422466,0.01649567491450421,-0.02590018951358186,-0.04495655459010195,-0.007268790596968722,-0.05565610859728509,0.02303523035230337
3,0.0019421445364407042,-0.0039041703637976433,0.034946955513952105,0.002710843373493921,0.03148839474111331,0.007296137339055653,-0.017699115044247815,-0.016387786786268732,0.007635467980295463,0.008844953173777315,0.011663167716351674,0.012942779291553075,-0.011990407673860837,-0.019968304278922266,-0.015559741216935596,0.003169867611411359,0.002156205079060669,0.010292953285827355,-0.016227180527383367,-0.012729425695678032,0.007904459145974707,0.05503009458297514,-0.015953536244669997,-0.002376531748978783,-0.005458515283842891,0.0422123479887746,-0.02046617396247863,0.007795100222717233,-0.010699971371314065,-0.011994949494949503,0.010221148485411558,-0.024600246002460135,-0.012412081092263216,-0.012448132780082943,0.006223755248950136,-0.01225490196078427,0.01385558220090588,0.059324253535882665,0.017857142857142794,0.03561575119137195,0.0010950503723172744,-0.01052038324253235,-0.000930809804529753,0.0,-0.03835360149672595,0.02196714822877488,0.003566796368352776,-0.026898734177215222,-0.02165446331204235,0.003833253473885856,0.02251655629139071
4,0.011324219547031111,0.01184749688223774,0.03006288224653275,0.03033944127365573,0.0014162077104642457,0.005965061780996983,0.012474012474012364,0.030866362679761394,0.014544121241750307,0.026817947395564756,0.006225501498732022,0.00336247478143914,0.03519417475728148,0.0016170763260023868,-0.011147159138174767,0.006319702602230581,-0.001434377241214313,-0.010188087774294585,0.0005154639175257714,0.052073963018490765,-0.001363907595260394,-0.0021733224667211948,0.004258498319013704,0.014963150450383322,0.010702524698134042,-0.00044878267698855723,0.015089959373186135,0.029972375690607622,0.014071260625791338,0.04089456869009567,0.005334805003679222,0.003783102143757988,0.012149141181399203,0.021008403361344463,0.03658990982934651,-0.01830024813895792,-0.01603153745072272,-0.003090616887130637,-0.012836970474967901,0.004843787842092606,0.031284182892146184,0.017467248908296984,0.004037267080745144,0.0016465422612514935,0.021400778210116878,0.037374128582494226,0.017447495961227855,0.04308943089430883,0.018152866242038268,-0.010978520286396232,-0.016407599309153698
5,-0.004842126500554711,-0.023241482524870127,-0.012794781736076288,-0.0026239067055392473,-0.008485229415461926,-0.032613299449385846,-0.0273785078713209,-0.0193943518203471,0.00024093482712927994,-0.019085886489201398,0.013978001833180542,-0.008713136729222581,-0.03106682297772556,0.013561511139812854,-0.039370741145789534,-0.03786479497598816,0.013885563801771639,0.004750593824227822,0.007212776919113928,0.028975869276078203,-0.0116944088775075,-0.04451402123604675,-7.439369141493124e-05,-0.01334898048995159,-0.004072766766223146,-0.0008979683466157073,0.034877072612921944,-0.010594072683384637,0.01804951130769772,-0.007366482504603922,-0.011527904849039206,0.0012562814070351536,-0.012003311258278138,0.027892089620484617,0.0005032350826743581,-0.0006319115323853985,-0.0064102564102562765,-0.011904761904761862,0.005201560468140576,0.02410219329959018,-0.0405176071277048,0.013995148348572517,-0.012372409526755335,-0.008219178082191747,0.005714285714285783,0.0173604629456785,-0.003493172435693803,-0.016757599376461374,-0.0025023459493274114,-0.013030888030888033,0.018876207199297612
6,0.012671059300557452,0.00045065344749883884,0.018212621770436366,-0.0021192633732826094,0.01949286846275755,-0.038091068301225994,-0.012667135819845243,0.00936849410131857,0.028784776586775918,-0.01331285202252952,0.031638418079096065,-0.03651115618661249,0.005747126436781436,0.008920038228735327,0.0035905070496540237,-0.024572854674601685,0.022432113341204207,0.026792750197005555,0.038107416879795464,0.04690240974979232,-0.004491276558991175,0.06867075081920504,0.016144632095826283,0.023936961046684413,0.05179934569247546,0.03583866981238071,0.013812154696132506,-0.012876118189211194,0.033847231955150825,0.007421150278293043,0.0388744909292853,-0.01505646173149311,0.038123167155425186,0.012010676156583688,0.007544729467557687,0.03572557698387602,0.005645161290322331,0.08910642570281113,0.027598102630443933,-0.02377029889385751,0.020561574176431563,0.007729112992270748,0.0025054807391167166,0.015469613259668336,0.010416666666666519,-0.020366972477064205,0.0216698534098152,-0.004359889021006702,-0.01646284101599249,0.03765281173594137,-0.029082292115467534
7,-0.000400400400400458,-0.022882882882882982,0.01605657237936775,-0.001977297693152802,-0.04274832892896008,0.01183431952662728,-0.034212401995723396,0.0044688896528015665,-0.007258253336455245,-0.018681888946548986,-0.011829134720701018,-0.021754385964912304,0.021654135338345926,0.000947268708556992,-0.004188481675392541,0.027160007872465863,0.00046189376443428465,0.014581734458940954,0.03572308450357231,0.02398800599700146,0.024986985944820406,0.07865617917610979,-0.004539464050373421,-0.018440540148105256,0.009072058061171617,0.009327548806941532,-0.007084468664850241,-0.02897157764657421,-0.01545448383379655,-0.010435850214855602,-0.0024946543121882048,0.001273885350318471,-0.019774011299435124,0.0030769230769231992,-0.008415347311367949,0.0027472527472529595,-0.008019246190858031,0.03134362756395492,-0.0339907679395719,-0.009402121504339278,-0.017331022530329254,-0.002373995617238722,-0.002499218994064356,0.011425462459194735,0.007497656982193179,-0.0007492039707810427,0.010605115408608645,0.006369426751592355,0.009883628248047227,-0.031102733270499505,0.0004437541601953754
8,-0.009513318646104607,-0.027475567029319525,-0.008679276181118523,-0.00623715879072495,0.016888600194868486,-0.04993252361673417,0.0044280442804427445,0.008384668035592124,-0.043749999999999956,-0.014278159703860371,0.006650410108623328,-0.015781922525107572,0.024727700912569928,-0.013249211356466839,-0.007360672975814997,-0.010921632496646905,0.017774699907664004,-0.02874432677760974,-0.013320647002854513,-0.033933339075015057,-0.025562891484679162,-0.030651340996168508,-0.006472491909385036,-0.021227810650887413,-0.01875160544567167,-0.06973995271867617,0.009879253567508295,0.002828054298642524,-0.008640275387263308,-0.0006203473945410876,-0.008574490889603381,-0.0012722646310433516,0.013997529847673995,-0.020157756354075462,-0.016182393555811303,0.002739726027397138,0.010239827539746837,-0.0004469273743017421,-0.0004344048653344146,-0.025310294475541673,0.011243386243386277,0.0036609921288668357,-0.016285624804259324,0.0064550833781602535,0.0037209302325580396,-0.0011246485473289658,-0.004320987654320985,-0.03797468354430378,0.006314127861089203,0.019941634241245065,-0.055666444888001876
9,0.0006066120715801926,-0.03346605991657192,0.005368794912034458,0.009820571512958676,0.017725966145001548,0.004734848484848397,0.008817046289493202,-0.0006787714237230791,-0.0006165988407941247,0.015557939914162988,0.00022021581149545,0.010204081632652962,0.015225509910945068,0.023976982097186683,0.0019420903954803226,-0.016079039132119277,0.010886822408709307,-0.016355140186915862,-0.01928640308582441,0.02282250156013199,-0.0002605976372480612,-0.0218028815504272,0.028279538051525055,-0.02025239930476841,0.0015706806282720365,0.05209656925031769,0.012499999999999956,0.0018330513254369851,-0.004201534775513216,-0.02669149596523901,-0.015675675675675627,-0.0006369426751592355,-0.00812017864393011,0.0026833631484795006,-0.002266247532714427,-0.003339404978749183,0.018938383568951833,-0.004471272076905786,0.0017383746197305872,-0.049188514357053625,-0.00021800741225197484,0.015684844063468928,0.002546959567016893,0.005344735435595771,-0.003707136237256603,-0.004691311690748767,0.01952882827030389,-0.010279605263157854,0.008000000000000007,-0.02145922746781115,-0.01009863785814935
10,0.012630089926240373,0.020990681706718917,-0.006408149852119682,-0.0010236911377594637,0.01082692609446112,-0.013195098963242113,-0.008011653313911182,-0.007811173374087321,-0.024432379072063193,0.018489170628631868,-0.008586525759577301,0.013708513708513781,0.0002829654782114943,0.012176084920387131,0.002907488986784168,-0.004528450482378377,0.02669957370428544,0.0063341250989708,0.0334316617502457,0.012376884860106241,-0.03736206447128332,0.08954640250260693,0.010511159107271517,0.014269186270728929,0.06795608991113444,-0.01734738691260429,0.019323671497584405,-0.0014074595355382247,-0.0074970360555128845,0.03125000000000022,0.0488742449203734,0.031230082855321806,0.010642652476463343,-0.019625334522747617,0.029747948417350623,0.11026500152299734,0.0010471204188482464,0.0921850437907028,0.008676789587852562,-0.019432773109243517,0.032490187527256964,0.008798707128748529,-0.011114639568116758,-0.0021265284423178654,-0.0046511627906977715,0.028469079939668074,-0.0106415323806629,0.029081844619858632,-0.00949268596327435,0.0014619883040936088,0.0018979833926453527
