time,ALGO,AENO,LSST,SRNA,ELLT,AMRP,OTCS,HETT,HUXZ,DUCT,SMAH,NPCK,MSDP,EORC,CUBO,HRET,ANSO,DIHO,RTTH,SPLZ,NWIG,MMBT,MDGI,AGVF,RRES,CTGI,ALUT,ACAC,SRTX,GARI,RCRI,ACIX,CCNS,MTNS,IHOZ,NAYO,FWWG,EELT,HRND,AETS,ULXY,BLBT,BENI,ITPA,HTRK,NGTE,ILVX,FCSG,FARS,MHRM,EAFC
1,-1.4609178390985438,-1.6718056109211805,0.3610992443391602,-0.44184509216333767,-1.2533646785419437,-1.5710731658462338,-0.35629256691358235,-1.0940769821454297,-2.02582881635388,-1.1758869141437331,-0.7254711178262709,-1.3660974702960424,0.03222433273760343,0.15343694454424694,-0.6916029528909438,-0.39036630168406494,-0.07801192044106176,-0.37599845941204496,-0.41409468452875986,-0.5747518932857651,-0.049863002693963154,-1.1767893128647877,-0.700471094768067,-0.5174264874438186,-0.9213536091897341,-0.8638247139405683,0.19734801514313197,0.5465487629476314,-1.2707151123388807,-0.3516186957689309,-0.030291364107614703,-0.841560045202706,0.6649313244468406,-2.125245306373495,-1.0711724272043486,0.15560860117011271,0.483431357196831,0.46711651655592995,-1.4435309780063397,-1.1460316644364372,-0.8813355209236546,0.808415517421799,-0.34057779527854914,-1.439812396533452,-0.4912154573773331,-2.5004493434862516,-2.104134693677957,-1.5065852579718126,-1.6348452000727827,-0.6031671172421103,-0.7965320283498881
2,-0.6596648081711822,-0.10229887335855772,-0.9195568513815877,-0.15826343422648523,-1.0519297549503044,-0.992057643465419,0.32495133037515195,-0.3791859110903996,0.737026149027437,0.021189367080622388,-0.6602251912038655,-0.1833941588670698,-1.0459004242118461,-0.3571681839973526,-0.4788161628398841,1.244450383382122,0.04922634369149958,1.0226372118233538,0.12150833404774898,-0.5639479166592782,-1.4201760706499253,-1.8054534130740896,-2.2067934797273723,-0.0459366388543239,-0.48111735846418946,0.47845877014358573,0.1158717584788987,-1.5305942387954292,-0.701382516218369,1.076855017247549,-0.41318779590532345,0.5236795146026781,0.3799668261086812,0.8281768290993967,-0.05100361930520098,-0.7985720658459263,0.5518601149971035,0.09017317565337013,-0.2144069936023481,-1.1022568148725667,1.1686796684988627,0.8009758528913478,-0.07270460578775076,-0.7005946082495857,-0.4425607514489807,0.7331617077953589,-1.9348476365621876,-1.8743140783975019,-0.42357443366478115,-2.4251828331883107,1.020617877298611
3,0.16491565524550336,-0.20022189675531177,1.5138445178917692,0.20483059663845762,1.7877172910673031,0.27142360132914917,-0.6823417923344317,-1.106063070694312,0.36138998334776,0.447089629933777,0.49690605307286634,0.7169261029068719,-0.5516437756002002,-0.932491838041207,-0.9951651793134101,0.1283521697378294,0.08379687005538906,0.5060263672717014,-0.49638493136694495,-0.5013898012714975,0.3802607729728431,1.2485606899505766,-0.7994081508611608,-0.1015834246252118,-0.24233594812282044,1.388387254473016,-0.958218673284194,0.41780458578790913,-0.5411903305812426,-0.5138024580292303,0.30285391787204563,-1.508392842688981,-0.5336116558840563,-0.681392522561477,0.3273408430385158,-0.37843070611008695,0.9387952458663036,1.7349138849184111,0.608430328221683,1.0712585974305058,0.011135011139171933,-0.8384006556030743,-0.0996617129375578,-0.03516275080037288,-2.1937049125635424,0.9777506343962594,0.19876800058507965,-1.128548638441052,-1.3228893982593086,0.1664666617619028,0.9975066758477339
4,1.05997271605435,0.6667384024857137,1.2999059408583986,1.9378268905758111,0.06255122922420116,0.2231546522086178,0.4301015115431027,1.9971156951608828,0.680738638022396,1.3125213414335557,0.24303613533591703,0.20995072390148745,1.5412982918948093,0.06749363928180233,-0.7240745181056348,0.2700183078667656,-0.0894056639609862,-0.48046281521870626,0.01971360633554971,2.08274618920763,-0.05530898989347745,-0.1272343771981495,0.14284332333667096,0.7633369420860492,0.41456818506513593,-0.029431988892542275,0.7208259905867114,1.5861433085588785,0.6841482462732474,1.8288300476124826,0.15904023947623688,0.1924305166771881,0.5474623790130634,1.0986314792443508,1.957450425835793,-0.5677389878167335,-1.0559003900392319,-0.10996483128922147,-0.4668860046513906,0.137667030337066,1.0447204175942781,1.4554085878047691,0.33144379607627344,0.0710010988932036,1.1898564829525846,1.666482274016746,1.2038276230576566,1.7618752069008625,1.1656509625275295,-0.478807125831031,-0.7368850533367768
5,-0.48230893923379153,-1.2645334820511547,-0.5774016148200964,-0.12979015210363976,-0.5054694230719499,-1.1758169870112432,-1.039208203665549,-1.3035041182497598,0.019581800907100686,-0.8978300910026047,0.6049793924973815,-0.429072567673062,-1.397806442075608,0.620843221911667,-2.458013824282756,-1.7172118661956541,0.6495977546887846,0.23907325496205067,0.22616088878420418,1.1616737493927884,-0.5407940941653623,-1.1455673284597991,-0.05914890419009168,-0.6488999370992318,-0.1860088844067056,-0.04436042787910013,1.6552202506414964,-0.5509700870539622,0.880937167773284,-0.3087940254521475,-0.3372589545339489,0.0410151265051282,-0.515619454647217,1.4648716276677873,0.020253071455766485,-0.014460094429131263,-0.4137666706664683,-0.37049615073901254,0.16506340969668695,0.7219484012300638,-1.4135576489625168,1.1708423081346424,-1.0925079965372206,-0.5651094196816915,0.30161681415606545,0.7718199565216293,-0.31242306247239193,-0.7097324312012963,-0.125601924180133,-0.5682183691740139,0.8352991402118857
6,1.188462248467067,0.03946443584759448,0.7808253036691833,-0.09813653624802558,1.0995639882072488,-1.374457961524464,-0.49681937375021834,0.5853512250009272,1.3390050112230993,-0.6198481900802453,1.4294964261143317,-1.90010216126598,0.23513083171917928,0.405817803114708,0.1813462990500085,-1.1193971056681362,1.06186626861965,1.3007550687271257,1.1785002016698114,1.876522453173257,-0.20228066202933662,1.5766310838253463,0.6969551342197566,1.2109594222740467,2.085046793012125,1.1765615614244582,0.660485033255332,-0.6711923449883473,1.662390287987772,0.34619377605334406,1.1461721558538185,-0.93649797175301,1.6907216496387583,0.6199157413546926,0.3982531057907594,1.124064230783611,0.39082371330692134,2.6152248617868152,0.9496883743087244,-0.7304566500906537,0.6776104358678549,0.6572908314557033,0.19852283978724494,0.9622691011272585,0.5678867467625917,-0.9146934199369111,1.509555800144621,-0.19772247062542547,-0.9983370666559309,1.6398131230071258,-1.301647012435452
7,-0.05856490567678152,-1.2447964187886515,0.6863832030938564,-0.089231777547628,-2.47105763898709,0.435992234405906,-1.2911648413557855,0.26359432835722274,-0.3270640011849203,-0.8783768891340176,-0.5998859618215027,-1.1191959627058206,0.9407097810865163,0.03646347575098611,-0.2965623628989861,1.2073263172283877,0.0020666695113637935,0.7125996669846162,1.105002227271887,0.9627749376052918,1.1830594056410244,1.8167898677815837,-0.26730306674456644,-0.9028719301282931,0.348293967933061,0.2954790177104911,-0.3263029173901512,-1.5191300716966787,-0.7763779682044338,-0.44474535979112795,-0.07139451163668249,0.042070012553066596,-0.8576505618074283,0.14460368750726946,-0.458512410258569,0.09135746581124454,-0.5211522244097858,0.9078535870772318,-1.2079735112313854,-0.2945400628680511,-0.6197184934437834,-0.17073934239948205,-0.23576062155154404,0.7015150179655519,0.4025993062439736,-0.03772872219418883,0.7083914694967,0.24538487647576782,0.6487026333751856,-1.3555169206700732,0.013981539191051039
8,-0.9279442072901439,-1.4975744110939617,-0.39712884780941315,-0.35643040707841595,0.9501636394026156,-1.8038660448423884,0.13345730604165554,0.5207433928643678,-2.013874695354364,-0.666329475750795,0.26287396824469167,-0.8031421344799788,1.077042336257168,-0.6212165602864881,-0.4914485818428324,-0.5054233793212972,0.8372019282155868,-1.3742420421018144,-0.4067899031306059,-1.346928850845404,-1.192547725541031,-0.8121570520262194,-0.3574176142969341,-1.041903718466289,-0.7826653996855837,-2.332285962691746,0.47476414535089134,0.15613168104898353,-0.4393050086826555,-0.00998783589694323,-0.25033478988611,-0.11050364938564794,0.628820096932931,-1.0915759004396752,-0.8754613683354151,0.09112176873769444,0.697476238642199,-0.031821810540739306,-0.0323831009426007,-0.777178624639449,0.3585836120306438,0.3238759434263249,-1.4320777542213774,0.38104065778850427,0.18874407263311938,-0.05451206019137446,-0.37236266750048097,-1.5859715202627958,0.42555664794249265,0.8682270341499488,-2.4861899777147336
9,0.037504846734218646,-1.8272867789984297,0.21822316989706542,0.6507863617886818,0.9982012269927784,0.17854328312465487,0.29527400511331875,-0.07445244059317346,-0.02005721596431148,0.7703319084498782,-0.03733439907930627,0.5719983208999165,0.6555585749100031,1.10336052783664,0.08007444670831788,-0.737381524093159,0.5049444472836465,-0.7775048686496581,-0.5906866585590305,0.9162986340949634,-0.0034585970252900373,-0.5993434215617948,1.2626642908107355,-0.9932492431720065,0.04338253613349635,1.7168839185697666,0.598521986826304,0.10371313646484762,-0.21973740280565893,-1.1647557785249552,-0.4593351413496025,-0.07243307301392114,-0.3447015012709557,0.12366469621966515,-0.12841771722717762,-0.09924447516710595,1.2780263870801234,-0.15077467927536117,0.04373655244962444,-1.5016206911254197,-0.03382015155295368,1.3093263223766676,0.20212217039909663,0.30944892591738243,-0.23186641774260816,-0.21395107408928404,1.3545306226293554,-0.4421993613466716,0.5309483159544333,-0.9353983301700357,-0.4557688571973078
10,1.1845537391321885,1.1699726397023065,-0.29764599640948647,-0.02941706554730091,0.6024205761755179,-0.4716525046846613,-0.3251778912121173,-0.5428370910845649,-1.120928411703113,0.9114758927365005,-0.44849732609646364,0.7574476224312554,-0.00724012388785582,0.5566606103244445,0.13938451454939235,-0.2178853308341165,1.2677200501988743,0.3153455727648202,1.0343682281959719,0.499763409735862,-1.747053511002537,2.0787098072797137,0.43433198207767126,0.728721327690692,2.741776314622985,-0.5910478180412683,0.9207518847700971,-0.06700279867871198,-0.38275330968218446,1.4016436997001585,1.4404824944306933,1.8371436667190206,0.48115355265964693,-1.063248890290066,1.590161678974711,3.4582449316093062,0.0839459623910728,2.706223640558436,0.2868121825792375,-0.5988603184363456,1.0860104013375667,0.7449525851805486,-0.9833648470323622,-0.17227459495538083,-0.2853214417632139,1.2684037010669693,-0.8300142616419587,1.1833793806139667,-0.5626004230796142,0.06316267654967501,0.07877942919497198
