time,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,KMeans_regime,GMM_regime,GMM_max_probability,BayesianGMM_regime,BayesianGMM_max_probability
1,-5.2316225994564,0.7228820287150699,0.023453299105663208,0.7756418125403218,0.5951625395671618,0.9388287274272216,-0.17669185766540424,-1.4424218449104422,1.4549572978313035,0.5978805541190124,-0.07065831604684648,0.7647443735198057,0.46186743536953334,0.9586424484041621,-0.635772260528837,0.3032897846061914,-0.7105671067467934,-1.4133538188429076,-0.7663075181041685,-0.872690781229379,-0.8854413467320312,0.12750509504279461,0.6829750767308218,0.27934701764649805,0.16610332417462478,-0.4703423815218552,-0.21757778357074903,0.8321004208277678,0.3024341464296199,-1.5827593186543416,-0.47700599321155657,-0.3885128065566628,1.0510803884390114,-1.2923469250819253,0.8459944657507256,0.04269748495787847,-0.20888296226874722,0.3451069125041924,-0.6674852922698401,1.102962816965515,0.8338642913550898,-0.500859641051712,0.09875289575723892,-0.7078072040904287,-0.8791770572448828,0.35007215312196777,-0.5141141024055451,0.32581239232399617,0,0,0.9738978919998053,0,1.0
2,-2.0834804522713415,-0.6672978281323284,-0.1408607353947153,3.049877099712241,0.4632323942624472,0.026962910425873402,-0.2357211810522765,-0.25911266080396045,0.8628942180144512,-1.2065576819762904,-0.8167398548657478,-0.17581177809877224,-1.0527693254012809,-1.2136692611827211,0.3449874425541477,-0.33823581395936364,1.3649002921411222,0.13984290094104815,0.023100359990668257,0.20416801821955316,-0.021715329673735677,0.24491269840761626,-1.2307786046175806,0.4285955097974308,-0.7353494808772797,-0.11070960248471862,0.2324476919781553,-0.9713316006874945,-0.067047351415557,-1.2127975965758686,-0.30030167214095504,-1.0754381894876581,0.2059197806036765,0.368076888118861,1.0823747925926674,0.8799052827694416,-0.45100451223501165,0.7929818794942318,-1.3532855713516838,1.0709447993395038,-0.17277149743357675,1.7945034850139565,0.44192914155393515,-1.1205485117717624,2.1475354231399884,0.06606594378897127,0.7727382717115571,0.4001102699448926,0,0,0.7291337648052211,0,1.0
3,-0.08684265173150232,0.33649288855516696,1.122837722557451,-0.6700216132452672,0.5745986610898127,-0.4025148417284841,1.328107513203258,-0.08538339703967081,-0.7253187680406448,-0.10139329366434854,-0.4425063659750065,-1.309603775832504,0.9592284866067,0.2572469878315308,0.5277625418469699,-0.3315392683334941,1.007322066728183,-1.519219909811307,1.9099578035453288,0.0955330154139562,-1.0108496389102923,1.0961985462926085,0.7426667584184768,0.6809464481944031,-1.159688136695023,-0.6926502203427336,0.8378883782099672,-0.5537609989731755,-0.7118350775631029,-0.9357946879501055,0.5430845613858496,-1.248019500055822,-0.3454430258041213,1.0278205082080922,-0.4218549103582662,-1.142086701541339,0.28881447739522703,0.1350180843822093,-0.9460396477734946,-2.209201782091829,0.16824869611415993,0.6355014080973238,0.7258688939902133,0.3588348139503586,-0.8150014314278896,-0.394861760753403,0.45624462687274014,-0.9171399661003927,0,1,0.6655139672540018,0,1.0
4,4.353144684283244,-1.234685329877866,-0.6328381646817078,0.7445727087350286,0.37986657438590576,0.5286119697386327,-0.22308976747267442,-0.15908290410716544,0.1498928528391052,-0.854473406894761,1.5948458615215826,-1.1777757099989385,-0.34098438650239843,-0.22861213863305235,-0.3501419946169108,-1.117608937585938,-0.6228413309859943,1.8678829755561042,-0.8812839398920678,0.626891062821833,1.0718605902669809,0.4000525497170667,0.2720969093378982,-2.0442509264536977,-0.8578871539686739,-0.9367382228372301,-0.044273003787287026,0.7291009616627867,-1.349236697297832,0.74832135189399,-0.19338053445323314,0.46288790788475775,-0.3945863653794873,-0.5724103006901581,0.40929519102665374,-1.2018998351994632,-0.5191558793163928,0.9779539610584702,0.9341990903824844,0.7797262945243144,-0.1663341484727153,-0.0482431695726762,-0.6369434921301274,-0.5753010350020974,-0.05373990468226524,-0.18045157854111463,-0.6735399668770143,-0.5283829956947611,1,1,0.9632726225052433,0,1.0
5,-1.7269966456121837,1.0303446404422183,-1.2112521164585253,-1.136839669427911,0.4709715802347544,0.3824717504128316,-0.7893720187337486,-0.22892228102200957,0.3229762796126588,-0.977961190948535,-0.21088126544739547,0.05278914075511243,-0.7729391504379287,0.049696656698619356,-1.1355231783257118,0.7297446405902126,1.1800906430854397,0.37427819461514195,0.5186404798328015,0.2844463754031554,0.9617103778164201,0.8325949056836158,0.49232907089517497,-0.9050304754793986,-0.23564794573288358,0.27745770040594137,0.577859570896577,0.20082455371574764,0.6647915491074554,1.0594775959843192,-1.230085767842649,-1.0068878019251444,-0.7284307683081037,-0.7110586098746561,0.7203879430237565,0.27821201308716953,-0.8081632901184304,2.8136849270027513,-0.8162826091810295,0.07942784856961263,-0.10492479121740386,0.8990963148952353,0.1768352752306401,1.0408415241090654,0.3335906552685461,-0.6453587203767805,0.7340971679670345,1.7695313742632734,0,0,0.905177431934956,0,1.0
6,3.3727888359882443,2.8659185128086877,2.499605666409908,-0.56386817789976,0.12189497599250382,-0.2586885735640201,0.10598589220083934,-0.8641459112601102,2.6086531890089186,0.20342429383366006,1.0362068152658834,-0.48922543331810336,-0.18501640635402297,-1.0372449897795193,-1.1361961033959456,-0.2351931685707527,-0.417206397941254,-1.2265795354492373,-1.153751743790181,-0.34787673767750266,-1.2317958957213173,0.6785507938493555,0.5164202897346064,-0.45712482594528653,0.7395888260716098,0.976732081612553,2.5315627659178923,0.7167101159051513,-0.2308499178388589,-0.006630386729710904,0.6363399337782976,-0.4057209263774284,0.22882572223752928,-0.8778715444752799,0.05613775600715987,-0.38975828535610274,0.9453716459668129,1.4232363198998927,0.5078361368114627,-0.4496099322042868,-0.2753020735231862,-0.542988492189304,-0.03003091009325699,1.6162235638443876,0.11600078533452378,-0.6989785319049489,0.7677064124977548,-0.024924474890745688,1,1,0.9816654479804736,0,1.0
7,-0.7695195720533878,1.0334797633262534,1.6564166861293297,0.6453518288760363,1.7842623822534913,-1.1579504425175617,-0.06887016278534627,-0.1809201645430761,0.25703969720006287,-1.5615313398822972,0.3715838749557658,1.4359204295276082,0.925115331646681,0.29243268891948654,0.8234075120333285,1.5345755460581374,0.2689424555145455,-0.16207985108001285,0.24258420942824155,1.0667259885714022,1.3071752444076685,-0.2331587925683735,0.22332670069209107,-0.9784071008029868,-0.3086991043113835,0.8262803907813276,0.3216796732270883,0.4205001762372152,-0.19790070924163689,-0.39710022094082387,-0.5779966371355781,0.8047722761920062,-0.12111715223337823,0.4718686134531906,-0.7505187298675662,0.20479158845004342,-0.2217667618854999,0.7149689514573874,0.80350461216901,0.6419352564097992,0.2212809402704935,-1.160486074825807,0.8306388248239789,-1.4922629224502384,-0.4430636050047163,-0.20993473832506704,-0.22875989670625407,-0.026081103706016056,0,1,0.5561994687767846,0,1.0
8,-2.9364798449503877,0.5473638211442253,-1.1004742495406685,1.756124988489326,-0.7607251999301089,0.9197281233382393,-1.1048915305247293,0.03979876280638533,1.5240470921313019,0.8820004949805439,-0.32824753057652706,-0.03852191472039783,0.920693319443399,0.42286939287369046,-0.33682958471158064,0.2432689290091278,-0.9955361448595497,-0.06297936111683666,-1.218884943663441,-2.7061014655079902,-0.3935403139753544,0.5263699814940435,-0.039872230786103115,0.47848218432827366,-0.3952450688338045,-0.7416825665269285,-0.5142739534221886,0.1144421677626164,-0.2807018773208758,1.5086209334910383,-1.0807184609495701,0.2995062559692523,0.9775659960189603,-0.7846534934226327,-0.5411234641488519,-0.3082703775136072,1.6360019567444528,0.7597855474514593,0.5972103889107279,0.03531615685433465,0.2691022804641868,-0.44289346157907217,-0.09098447608473414,1.3753006789833366,-0.4425426013994092,-0.1016884620240476,-0.12735622580835404,-0.9893766166107834,0,0,0.8561318200197888,0,1.0
9,0.7219225096488198,-0.1019622639308523,-0.05341208218924537,0.8357830832587233,-0.2838146588663134,0.7805907560117644,-1.3238611940089793,0.19438142188217844,0.6047654298813312,-0.5223696049736984,-1.2596411832990522,-0.2609766038905727,-0.2839355260564156,1.5447157783578402,0.1802657688613783,-0.5757469557302004,-0.1977253080132825,-0.7141189036894889,-0.6946602554022091,0.9368661078066055,0.9838576541380172,-0.3397530084441196,1.192229937332487,0.7917200811478327,-0.18487672098471086,-0.4304420359335225,1.430880161080831,-1.0402959127999662,-0.240642737891465,-0.17559088800129552,-1.4684640695254607,-0.33197291536206697,-0.9094186131979173,-0.5308661608190296,0.28833028608059896,-0.20906668418609342,-0.02163702201025811,0.06658142782717202,0.7244962838452857,-0.4465903030389912,0.4318156980962201,-0.2765646864133521,-0.03602716299675517,1.0279061691271907,-1.6483234179250004,0.13238502303694274,-0.5353378012317824,1.1677661863393551,1,1,0.7463316012783937,0,1.0
10,2.6816169599186135,3.7829000069624032,3.0614467826232548,-0.22440642355126714,-0.9918335334702945,-0.5980569535799005,0.49940891861000414,0.1010309811942755,0.24583575454296275,0.27164618013029695,0.8271247168465987,-0.2693890170975545,-1.6446247954313213,0.6890918041925241,-0.24363344346530816,1.5557639027915173,0.6098832808797141,0.31927427113659396,-1.7522249019087992,-1.5917517966313608,0.06593747521231337,0.31767663505149274,-0.283167277037202,0.020340759493125624,-0.7067940826018476,-1.9612415654830295,-0.8772998436582942,0.09042113430777521,-0.7093732431113126,0.5980808240213833,0.6337070394262186,-1.301397140479091,1.0907095581138015,0.9785543191815386,-0.0572662820523344,-0.5991618964498863,-0.7158658945389538,0.0945577134672908,0.30569198856843904,1.1012372172862752,1.142539379056224,1.3985189940379166,-1.2349564790463208,0.16963940359226207,1.0715453550030107,0.6625143686849024,-0.07727006719754122,-0.48688455552218285,1,1,0.8602932897670023,0,1.0
11,5.382948852146843,-0.18925627375805995,0.7753063555482959,-0.6187788103361882,0.2935142377594827,0.13281818913487822,0.7574563350532532,-0.701178789155286,0.4231971995743725,0.49786428504017527,0.42884868752710437,0.33535841696260077,-2.2195208272033646,-0.41794566741323647,-1.2072174407931924,-0.058120405487716256,0.44097386146904116,0.07715917642795352,1.2510873894294081,-0.9127297018369877,-1.291552612699469,-1.251537676117617,1.1335562239845947,0.14400234732068531,-0.7338443168586406,1.378936520025692,-0.5475189360699395,-0.5707811403105632,1.1453289831194242,-0.8491295963788058,0.8228571953765434,-1.4346534187291913,0.26111815771260166,1.2438492782323882,1.66173716529093,0.7419242715490608,0.5686488277122101,-1.7397113713181651,2.4011159471487242,1.5483780338545523,2.593074122564008,-0.6474002928323453,-0.2384227172414889,0.37084015884012383,-0.3818878055442611,-1.033623174814278,0.2833869348034789,-0.8890863352080454,1,1,0.9430649962383301,0,1.0
12,-2.1443351751353417,0.6342701996046439,1.1541120533474962,0.6854924459219286,3.3744603699233675,0.24351740249556567,2.594719665774025,-0.9494001643785985,-1.1033150970795191,-0.21201114327273543,-0.2773424873896181,0.050143627010384974,-0.7798339577245009,-0.19525222882952617,-0.5883901847906509,-0.365507741662841,-0.7142609334043101,0.4517606622228601,-1.1779827984651,-1.2894381628570282,0.19977118711106331,0.6582924119527468,-0.5982225791683708,0.78165182070341,-1.263162477364188,0.429081124319901,0.07890453363222487,1.7130581977692005,0.06221118892868848,-0.943751704817426,-0.9984132957546796,0.4414668406289365,-0.45682788095870114,-0.4671602234354428,-0.9894733449830682,-0.6850960712717338,0.12381148615520511,-0.05932153306840397,1.6935907668931618,1.4141041248943287,-0.10324877427317092,-0.7518408083501238,0.30035757327653495,0.1337217679813235,0.6603615591493827,0.36974614243887016,0.0482316986751292,0.25401743851990527,0,0,0.8151107677568373,0,1.0
13,2.2845015512022746,1.5364427401497263,-0.21081941461225853,1.5262949066322233,1.1090618383890039,1.2405249861721999,0.47506786115286626,-0.1375586139315125,1.2575207403323885,0.38862684507080236,-1.1625009101268926,1.2049332925212097,1.382671388654098,0.5999676432712374,-0.0950529758179069,-0.6925183058482421,1.8821125396807108,-1.6621129923660904,0.32032938345999573,1.4829937853595847,0.43861228510218203,1.798082281985332,-0.9531873601901264,0.8434028542203109,-0.7551102925500092,-0.8689042371670929,-0.2083605699054739,1.4403590664359291,0.9757760597772549,0.9104853612380349,0.9335786625925536,-0.08902386834676115,-0.6478931599019321,0.44092528890805727,-0.14521381689955765,1.0143660070227523,-0.970895186534111,-1.0319498951764443,-0.20517948604908634,-0.6607042740441965,0.007465507179069399,0.6092539533742461,0.24503289840805864,-0.05735524806378373,-0.5020391642217185,-0.570907669401217,-0.6925056117478432,-0.3818234548203138,1,1,0.8489114262996046,0,1.0
